Date,EUR/USD Close,USD/JPY Close,USD/CHF Close,GBP/USD Close,USD/CAD Close,EUR/GBP Close,EUR/JPY Close,EUR/CHF Close,AUD/USD Close,GBP/JPY Close,CHF/JPY Close,GBP/CHF Close,NZD/USD Close
2017-07-31,1.1829,110.22,0.9668,1.3195,1.2452,0.8964,130.4,1.1436,0.7996,145.41,113.99,1.2753,0.7507
2017-08-01,1.18,110.31,0.9661,1.3206,1.2528,0.8934,130.19,1.1402,0.7961,145.67,114.17,1.2755,0.7468
2017-08-02,1.1859,110.58,0.9696,1.323,1.2554,0.8962,131.15,1.1497,0.7968,146.3,114.04,1.2824,0.7436
2017-08-03,1.1865,110.06,0.9698,1.313,1.258,0.9036,130.6,1.1507,0.7939,144.49,113.46,1.273,0.7434
2017-08-04,1.1771,110.63,0.9727,1.3041,1.2646,0.9028,130.25,1.1451,0.7927,144.22,113.71,1.2679,0.7415
2017-08-07,1.179,110.74,0.9734,1.3025,1.2679,0.905,130.57,1.1476,0.7909,144.23,113.74,1.2676,0.7355
2017-08-08,1.1754,110.46,0.9753,1.2977,1.2665,0.9057,129.84,1.1463,0.7911,143.31,113.24,1.2652,0.7326
2017-08-09,1.1757,109.84,0.9634,1.3005,1.2695,0.9038,129.16,1.1326,0.7884,142.84,114.03,1.2525,0.7329
2017-08-10,1.1772,109.25,0.9632,1.298,1.2721,0.907,128.63,1.1339,0.789,141.77,113.41,1.2498,0.7286
2017-08-11,1.1825,108.99,0.9613,1.3017,1.2677,0.9084,128.89,1.1367,0.7897,141.84,113.35,1.2509,0.732
2017-08-14,1.1783,109.65,0.9724,1.2966,1.2718,0.9091,129.21,1.1454,0.7857,142.16,112.77,1.2604,0.7291
2017-08-15,1.1736,110.55,0.9724,1.2866,1.2747,0.912,129.75,1.1411,0.7819,142.22,113.68,1.2509,0.7237
2017-08-16,1.1764,110.21,0.9658,1.2882,1.2654,0.9131,129.65,1.1361,0.7919,141.96,114.09,1.2438,0.7305
2017-08-17,1.1731,109.95,0.9646,1.288,1.2644,0.9107,129,1.1315,0.7918,141.6,113.96,1.2421,0.73
2017-08-18,1.1764,109.19,0.9646,1.2878,1.2572,0.9134,128.46,1.1348,0.7935,140.59,113.17,1.2418,0.7316
2017-08-21,1.1813,108.81,0.9621,1.29,1.2565,0.9157,128.53,1.1365,0.7935,140.32,113.07,1.2406,0.732
2017-08-22,1.1752,109.51,0.9684,1.2824,1.256,0.9163,128.69,1.138,0.7905,140.4,113.07,1.2414,0.7275
2017-08-23,1.1813,109.03,0.9653,1.2801,1.2546,0.9228,128.81,1.1404,0.7902,139.53,112.93,1.2352,0.7222
2017-08-24,1.1801,109.49,0.9654,1.2801,1.2527,0.9219,129.23,1.1392,0.7899,140.13,113.4,1.2354,0.7208
2017-08-25,1.1922,109.34,0.9557,1.2872,1.2476,0.9262,130.36,1.1393,0.7933,140.71,114.39,1.2298,0.7232
2017-08-28,1.1982,109.08,0.9545,1.294,1.2496,0.9259,130.71,1.1436,0.7965,141.12,114.28,1.2348,0.7258
2017-08-29,1.1975,109.87,0.9549,1.2921,1.2527,0.9267,131.55,1.1434,0.795,141.92,115.04,1.2334,0.7249
2017-08-30,1.189,110.35,0.9633,1.2922,1.2618,0.92,131.22,1.1451,0.7902,142.58,114.54,1.2444,0.7198
2017-08-31,1.1901,109.89,0.9589,1.2926,1.2498,0.9205,130.79,1.1411,0.7941,142.03,114.59,1.2392,0.7179
2017-09-01,1.1865,110.24,0.9648,1.2954,1.2388,0.9159,130.81,1.1448,0.7967,142.77,114.23,1.2494,0.7163
2017-09-04,1.1907,109.59,0.9552,1.2955,1.2414,0.9191,130.5,1.1373,0.795,141.93,114.73,1.237,0.717
2017-09-05,1.1916,108.72,0.955,1.3036,1.238,0.9141,129.56,1.138,0.7992,141.7,113.82,1.2444,0.7244
2017-09-06,1.1911,109.35,0.9573,1.3038,1.2229,0.9135,130.25,1.1403,0.7992,142.55,114.2,1.2477,0.7189
2017-09-07,1.2003,108.64,0.9524,1.3082,1.214,0.9174,130.4,1.143,0.8028,142.1,114.04,1.2456,0.7215
2017-09-08,1.2036,107.76,0.9447,1.3204,1.2142,0.9114,129.71,1.1369,0.8059,142.27,114.04,1.2472,0.7271
2017-09-11,1.1963,109.31,0.9539,1.3175,1.2113,0.9081,130.8,1.1411,0.8029,143.98,114.57,1.2563,0.7247
2017-09-12,1.1964,110.11,0.9608,1.3285,1.2172,0.9004,131.75,1.1493,0.802,146.27,114.59,1.2761,0.7288
2017-09-13,1.188,110.6,0.9654,1.3199,1.2196,0.9,131.4,1.1469,0.7977,145.95,114.54,1.2738,0.7229
2017-09-14,1.1907,110.53,0.9639,1.3397,1.2189,0.8887,131.62,1.1476,0.7984,148.05,114.65,1.291,0.721
2017-09-15,1.1939,110.86,0.9591,1.3567,1.2178,0.8799,132.38,1.145,0.7999,150.4,115.6,1.3009,0.7283
2017-09-18,1.1952,111.54,0.9607,1.351,1.223,0.8845,133.31,1.1482,0.7971,150.66,116.07,1.2976,0.726
2017-09-19,1.1999,111.45,0.9624,1.3521,1.227,0.8873,133.74,1.1548,0.8011,150.66,115.79,1.3009,0.7316
2017-09-20,1.1876,112.42,0.9706,1.3472,1.2344,0.8814,133.52,1.1527,0.8011,151.44,115.81,1.3073,0.734
2017-09-21,1.1932,112.51,0.9717,1.3571,1.2334,0.8791,134.26,1.1594,0.7932,152.68,115.77,1.3184,0.7309
2017-09-22,1.1965,111.95,0.9688,1.3507,1.2311,0.8858,133.95,1.1592,0.7972,151.2,115.53,1.3083,0.7332
2017-09-25,1.1844,111.61,0.9669,1.347,1.2356,0.8793,132.22,1.1451,0.7941,150.3,115.42,1.3019,0.7266
2017-09-26,1.1798,112.24,0.9696,1.3446,1.2371,0.8775,132.44,1.1438,0.7891,150.89,115.74,1.3031,0.7204
2017-09-27,1.1752,112.76,0.9718,1.3398,1.246,0.877,132.52,1.1421,0.7857,151.05,116.01,1.3016,0.7217
2017-09-28,1.1783,112.38,0.9701,1.3444,1.242,0.8764,132.43,1.143,0.7852,151.06,115.82,1.3037,0.7231
2017-09-29,1.1817,112.53,0.9681,1.3398,1.2477,0.88181,132.99,1.1441,0.7838,150.74,116.21,1.2967,0.7219
2017-10-02,1.1739,112.67,0.9743,1.3264,1.2505,0.88327,132.28,1.1438,0.7821,149.42,115.62,1.2921,0.7198
2017-10-03,1.1747,112.92,0.9739,1.3244,1.2492,0.8869,132.65,1.144,0.7831,149.51,115.91,1.2894,0.7154
2017-10-04,1.1762,112.75,0.9752,1.3253,1.2483,0.8874,132.63,1.147,0.7855,149.41,115.6,1.2921,0.716
2017-10-05,1.1704,112.84,0.9788,1.3114,1.2569,0.8924,132.1,1.1455,0.7788,147.96,115.27,1.2832,0.7113
2017-10-06,1.173,112.69,0.9782,1.3065,1.2531,0.8977,132.22,1.1474,0.7772,147.22,115.2,1.2778,0.7091
2017-10-09,1.1752,112.65,0.9792,1.3146,1.2538,0.8938,132.4,1.1508,0.7762,148.08,115.03,1.287,0.7068
2017-10-10,1.1815,112.4,0.9747,1.3205,1.2509,0.8946,132.81,1.1514,0.778,148.4,115.29,1.2868,0.7072
2017-10-11,1.1863,112.37,0.9727,1.3226,1.2466,0.8969,133.31,1.1537,0.7794,148.59,115.52,1.286,0.7089
2017-10-12,1.1836,112.21,0.9754,1.3268,1.2461,0.8919,132.81,1.1545,0.7825,148.85,115.01,1.2939,0.7133
2017-10-13,1.182,111.89,0.9739,1.3291,1.2481,0.8892,132.25,1.151,0.7883,148.69,114.87,1.294,0.7185
2017-10-16,1.1786,112.27,0.9763,1.324,1.2523,0.8902,132.32,1.1508,0.7843,148.62,114.96,1.2923,0.7162
2017-10-17,1.1769,112.2,0.9784,1.3184,1.252,0.8927,132.06,1.1514,0.7846,147.89,114.66,1.2894,0.7167
2017-10-18,1.1799,112.91,0.9809,1.3201,1.247,0.8939,133.23,1.1573,0.7845,149,115.07,1.2943,0.7143
2017-10-19,1.1827,112.67,0.9766,1.3151,1.2485,0.8992,133.27,1.155,0.7862,148.15,115.35,1.2841,0.7015
2017-10-20,1.1777,113.51,0.9848,1.3186,1.2628,0.893,133.69,1.1596,0.7813,149.65,115.24,1.2982,0.6961
2017-10-23,1.1739,113.73,0.9863,1.3201,1.2639,0.8892,133.52,1.1578,0.7803,150.11,115.28,1.3018,0.6963
2017-10-24,1.177,113.8,0.9901,1.3124,1.2679,0.8968,133.95,1.1653,0.778,149.33,114.91,1.2992,0.6896
2017-10-25,1.1809,113.68,0.9885,1.3257,1.2807,0.8907,134.26,1.1674,0.7695,150.68,114.98,1.3102,0.6869
2017-10-26,1.1651,113.97,0.9976,1.3153,1.2849,0.8857,132.8,1.1623,0.7662,149.89,114.23,1.3119,0.6835
2017-10-27,1.1602,113.77,0.9994,1.311,1.2885,0.8849,132,1.1594,0.7653,149.12,113.82,1.3099,0.6867
2017-10-30,1.1641,113.12,0.9946,1.3201,1.2832,0.8817,131.69,1.1577,0.7681,149.31,113.71,1.3127,0.6873
2017-10-31,1.1652,113.68,0.9975,1.328,1.2896,0.8773,132.47,1.1622,0.7658,150.94,113.96,1.3243,0.6841
2017-11-01,1.1624,114.17,1.003,1.3251,1.2874,0.8771,132.75,1.1657,0.7669,151.28,113.82,1.3287,0.6881
2017-11-02,1.1659,114.06,0.9993,1.306,1.2809,0.8927,133,1.1651,0.7716,148.93,114.13,1.3047,0.6915
2017-11-03,1.1602,114.24,1.0013,1.3066,1.2764,0.8878,132.55,1.1615,0.7646,149.25,114.07,1.3079,0.6903
2017-11-06,1.1606,113.75,0.9973,1.3167,1.2719,0.8812,132.01,1.1579,0.7685,149.76,113.99,1.3135,0.6933
2017-11-07,1.1586,113.84,0.9992,1.3156,1.2792,0.8806,131.91,1.157,0.7634,149.73,113.96,1.3135,0.6897
2017-11-08,1.1594,113.59,0.9979,1.3106,1.2725,0.8846,131.73,1.1587,0.7674,148.86,113.66,1.3094,0.692
2017-11-09,1.1645,113.24,0.9931,1.315,1.2668,0.8854,131.87,1.1567,0.7681,148.89,113.98,1.306,0.6954
2017-11-10,1.1666,113.54,0.9957,1.3197,1.2675,0.8839,132.46,1.1615,0.7661,149.81,114.02,1.3135,0.6928
2017-11-13,1.1667,113.63,0.9961,1.3116,1.2727,0.8896,132.59,1.1622,0.7623,149,114.06,1.306,0.69
2017-11-14,1.1795,113.38,0.9885,1.3169,1.2729,0.8955,133.74,1.1667,0.7633,149.28,114.6,1.3023,0.6881
2017-11-15,1.1791,112.89,0.9886,1.3162,1.2763,0.8957,133.12,1.1658,0.7582,148.56,114.17,1.3008,0.6872
2017-11-16,1.1775,112.82,0.9925,1.3196,1.2728,0.8923,132.86,1.1687,0.76,148.84,113.65,1.3093,0.686
2017-11-17,1.1801,112.03,0.9878,1.3217,1.2753,0.8929,132.22,1.1657,0.7565,148.03,113.39,1.3052,0.6812
2017-11-20,1.1735,112.67,0.993,1.3236,1.2807,0.8865,132.22,1.1653,0.7547,149.09,113.43,1.314,0.6807
2017-11-21,1.174,112.44,0.992,1.3235,1.2776,0.887,132.01,1.1646,0.758,148.77,113.32,1.3125,0.6834
2017-11-22,1.1817,111.22,0.982,1.3313,1.27,0.8875,131.48,1.1607,0.7611,148.08,113.27,1.3071,0.6879
2017-11-23,1.1847,111.19,0.9821,1.3301,1.2717,0.8906,131.73,1.1634,0.7623,147.86,113.18,1.3059,0.6884
2017-11-24,1.1928,111.58,0.9796,1.3334,1.2708,0.8945,133.1,1.1685,0.7616,148.74,113.87,1.3058,0.6878
2017-11-27,1.1898,111.01,0.9811,1.3319,1.276,0.8933,132.09,1.1672,0.7605,147.82,113.13,1.3063,0.6906
2017-11-28,1.1836,111.54,0.9841,1.3365,1.2813,0.8854,132.03,1.1649,0.7598,149.07,113.31,1.3152,0.6917
2017-11-29,1.1858,111.85,0.9845,1.3425,1.2849,0.8832,132.65,1.1673,0.7572,150.13,113.6,1.3213,0.6889
2017-11-30,1.1903,112.46,0.9837,1.3526,1.2901,0.8799,133.87,1.1708,0.7564,152.09,114.29,1.3301,0.6835
2017-12-01,1.1892,112.04,0.9762,1.3468,1.2697,0.8828,133.25,1.1609,0.7611,150.89,114.76,1.3146,0.6888
2017-12-04,1.1851,112.56,0.9856,1.3466,1.27,0.88,133.41,1.168,0.7592,151.56,114.18,1.3269,0.6847
2017-12-05,1.1814,112.58,0.9882,1.3437,1.2693,0.8792,133.02,1.1676,0.7606,151.26,113.92,1.3274,0.6875
2017-12-06,1.1791,112.25,0.9902,1.3378,1.2793,0.8814,132.37,1.1676,0.7562,150.11,113.35,1.3241,0.6875
2017-12-07,1.1774,113.12,0.9942,1.3464,1.2857,0.8744,133.2,1.1706,0.7505,152.27,113.76,1.3382,0.6825
2017-12-08,1.1765,113.52,0.9925,1.3399,1.2867,0.878,133.56,1.1678,0.7501,152.07,114.35,1.3295,0.6839
2017-12-11,1.1788,113.5,0.9909,1.3341,1.2849,0.8835,133.8,1.1679,0.753,151.4,114.53,1.3216,0.6916
2017-12-12,1.1738,113.54,0.992,1.3312,1.287,0.8817,133.29,1.1645,0.7558,151.13,114.43,1.3203,0.6936
2017-12-13,1.1815,112.58,0.9851,1.3409,1.2805,0.881,133.02,1.1638,0.763,150.94,114.26,1.3206,0.702
2017-12-14,1.1791,112.17,0.9874,1.344,1.2746,0.8772,132.25,1.1644,0.7672,150.72,113.57,1.3268,0.6992
2017-12-15,1.176,112.7,0.9916,1.3316,1.286,0.8831,132.55,1.1662,0.7639,150.04,113.63,1.3201,0.6993
2017-12-18,1.1779,112.59,0.9863,1.3375,1.2873,0.8805,132.64,1.1617,0.7662,150.58,114.14,1.3189,0.699
2017-12-19,1.1842,112.99,0.9858,1.338,1.2878,0.8851,133.81,1.1674,0.7662,151.15,114.6,1.3186,0.699
2017-12-20,1.1879,113.38,0.9863,1.3397,1.2832,0.8866,134.69,1.1715,0.7663,151.87,114.93,1.321,0.6978
2017-12-21,1.1872,113.31,0.9881,1.3382,1.2728,0.8871,134.53,1.1732,0.7704,151.59,114.64,1.322,0.7011
2017-12-22,1.1852,113.27,0.9892,1.3377,1.2724,0.886,134.24,1.1724,0.7713,151.46,114.46,1.3228,0.7022
2017-12-25,1.1852,113.27,0.9892,1.3377,1.2724,0.886,134.24,1.1724,0.7713,151.46,114.46,1.3228,0.7022
2017-12-26,1.1862,113.13,0.9892,1.338,1.2692,0.8865,134.21,1.1735,0.7726,151.35,114.35,1.3232,0.7031
2017-12-27,1.1895,113.27,0.9867,1.3391,1.2643,0.8882,134.75,1.1737,0.7772,151.66,114.77,1.3211,0.7065
2017-12-28,1.1946,112.87,0.9785,1.3443,1.2571,0.8886,134.86,1.1689,0.7793,151.7,115.34,1.3149,0.7085
2017-12-29,1.2013,112.62,0.9743,1.3522,1.2533,0.8883,135.31,1.1705,0.7807,152.27,115.57,1.3171,0.7093
2018-01-01,1.2013,112.62,0.9743,1.3522,1.2533,0.8883,135.31,1.1705,0.7807,152.27,115.57,1.3171,0.7093
2018-01-02,1.2053,112.27,0.9721,1.3598,1.2508,0.8864,135.33,1.1716,0.7829,152.62,115.48,1.3214,0.7108
2018-01-03,1.2021,112.43,0.9766,1.3518,1.2528,0.8892,135.16,1.1739,0.7839,151.96,115.1,1.3198,0.7103
2018-01-04,1.2067,112.75,0.9749,1.355,1.2492,0.8904,136.08,1.1764,0.786,152.77,115.65,1.3207,0.7158
2018-01-05,1.2039,113.12,0.9752,1.3566,1.2409,0.8874,136.19,1.174,0.7872,153.44,115.99,1.3226,0.718
2018-01-08,1.1961,113.1,0.9776,1.356,1.2424,0.882,135.29,1.1692,0.7839,153.33,115.67,1.3252,0.7176
2018-01-09,1.1931,112.65,0.9833,1.3531,1.2463,0.8817,134.42,1.1732,0.7819,152.41,114.54,1.3302,0.7164
2018-01-10,1.196,111.3,0.9774,1.3512,1.2534,0.8851,133.13,1.1689,0.7839,150.36,113.85,1.3202,0.7195
2018-01-11,1.204,111.06,0.9758,1.3535,1.2519,0.8894,133.72,1.1749,0.7892,150.29,113.79,1.3205,0.7252
2018-01-12,1.2198,111.03,0.9672,1.3728,1.2457,0.8886,135.5,1.1797,0.7915,152.43,114.73,1.3275,0.725
2018-01-15,1.2269,110.52,0.9627,1.3801,1.2416,0.889,135.62,1.1812,0.7968,152.49,114.78,1.3281,0.7306
2018-01-16,1.2271,110.26,0.9587,1.3794,1.242,0.8894,135.3,1.1764,0.796,152.08,114.99,1.3222,0.7276
2018-01-17,1.2224,111.12,0.9624,1.387,1.2411,0.8811,135.83,1.1764,0.8001,154.1,115.43,1.3346,0.7302
2018-01-18,1.2239,111.01,0.9584,1.3891,1.242,0.881,135.88,1.173,0.7996,154.19,115.82,1.331,0.7308
2018-01-19,1.223,110.59,0.962,1.3869,1.2481,0.8818,135.28,1.1766,0.7999,153.36,114.95,1.3337,0.7281
2018-01-22,1.2257,110.98,0.9622,1.3984,1.2455,0.8765,136.04,1.1794,0.8011,155.16,115.31,1.3452,0.7318
2018-01-23,1.2289,110.32,0.9584,1.3994,1.2426,0.8781,135.58,1.1777,0.7997,154.35,115.09,1.3408,0.7352
2018-01-24,1.2399,109.08,0.9459,1.4205,1.2325,0.8729,135.26,1.1727,0.8073,154.91,115.32,1.3431,0.7426
2018-01-25,1.2409,109.3,0.9414,1.4137,1.2367,0.8776,135.64,1.1682,0.8026,154.51,116.07,1.3306,0.7334
2018-01-26,1.2419,108.69,0.9354,1.4149,1.2321,0.8777,135,1.1617,0.8115,153.74,116.17,1.3231,0.7354
2018-01-29,1.2385,108.97,0.9371,1.4072,1.2327,0.88,134.98,1.1606,0.8094,153.34,116.26,1.3186,0.7318
2018-01-30,1.2396,108.78,0.9345,1.4144,1.2324,0.8764,134.88,1.1584,0.8078,153.82,116.38,1.3214,0.7331
2018-01-31,1.2416,109.15,0.9306,1.4203,1.2299,0.8742,135.54,1.1552,0.8056,154.99,117.28,1.3212,0.7367
2018-02-01,1.2514,109.34,0.9266,1.4268,1.2267,0.877,136.84,1.1594,0.8039,155.99,117.98,1.3218,0.7391
2018-02-02,1.2452,110.28,0.9315,1.4125,1.2386,0.8817,137.33,1.1598,0.7932,155.74,118.35,1.3154,0.7302
2018-02-05,1.2389,109.12,0.9342,1.3971,1.2523,0.8867,135.19,1.1573,0.7885,152.44,116.79,1.3047,0.7261
2018-02-06,1.2373,109.52,0.9359,1.3947,1.2496,0.8869,135.51,1.16,0.7905,152.76,116.88,1.305,0.7336
2018-02-07,1.2269,109.56,0.9438,1.387,1.2561,0.8845,134.44,1.1579,0.7821,151.96,116.07,1.3088,0.7214
2018-02-08,1.2242,108.73,0.9362,1.3899,1.261,0.8807,133.13,1.1461,0.7774,151.11,116.14,1.3009,0.7216
2018-02-09,1.2235,108.81,0.9398,1.3826,1.2586,0.8849,133.16,1.1497,0.7802,150.42,115.79,1.2989,0.7245
2018-02-12,1.229,108.68,0.9385,1.3832,1.2596,0.8884,133.59,1.1533,0.7848,150.31,115.78,1.2978,0.725
2018-02-13,1.2352,107.71,0.9344,1.3876,1.2591,0.8901,133.05,1.1542,0.7855,149.43,115.24,1.2963,0.7274
2018-02-14,1.2446,107.16,0.9307,1.3998,1.2509,0.889,133.37,1.1582,0.7918,149.98,115.12,1.3024,0.7364
2018-02-15,1.2506,106.09,0.9215,1.4097,1.2483,0.887,132.69,1.1524,0.7938,149.54,115.1,1.2987,0.7407
2018-02-16,1.2406,106.35,0.9279,1.4011,1.2556,0.8854,131.96,1.1512,0.7901,149,114.59,1.2999,0.738
2018-02-19,1.2405,106.57,0.9295,1.4003,1.2561,0.8858,132.19,1.1531,0.7913,149.2,114.64,1.3011,0.7373
2018-02-20,1.2335,107.23,0.9356,1.3985,1.2643,0.882,132.29,1.1542,0.7875,149.93,114.59,1.3081,0.7341
2018-02-21,1.2293,107.64,0.938,1.3923,1.2685,0.8829,132.34,1.1531,0.7807,149.84,114.73,1.3057,0.7321
2018-02-22,1.2326,106.69,0.9331,1.3954,1.2712,0.8832,131.52,1.1501,0.7842,148.86,114.32,1.3017,0.7341
2018-02-23,1.229,106.69,0.9363,1.3966,1.2658,0.88,131.13,1.1508,0.7831,148.96,113.92,1.3072,0.7295
2018-02-26,1.2308,106.97,0.9381,1.3963,1.268,0.8814,131.67,1.1545,0.7847,149.34,114.01,1.3095,0.7311
2018-02-27,1.2234,107.37,0.939,1.3913,1.2753,0.8792,131.37,1.1488,0.7792,149.38,114.32,1.3062,0.7236
2018-02-28,1.2199,106.65,0.9441,1.3762,1.2833,0.8864,130.11,1.1516,0.7771,146.73,112.93,1.2988,0.7208
2018-03-01,1.2255,106.22,0.9425,1.3771,1.2817,0.8897,130.19,1.1549,0.7762,146.26,112.71,1.2975,0.7258
2018-03-02,1.2324,105.64,0.9372,1.3784,1.2901,0.894,130.19,1.1549,0.7747,145.59,112.7,1.2915,0.7229
2018-03-05,1.2328,106.2,0.9403,1.3833,1.299,0.8911,130.93,1.1592,0.7761,146.89,112.92,1.3005,0.7225
2018-03-06,1.24,106.2,0.9407,1.3888,1.2897,0.8929,131.71,1.1666,0.7817,147.46,112.88,1.306,0.7293
2018-03-07,1.2403,106.04,0.9438,1.3889,1.2959,0.893,131.54,1.1707,0.7808,147.26,112.32,1.3106,0.7275
2018-03-08,1.2301,106.21,0.9517,1.3803,1.2898,0.8912,130.67,1.171,0.7787,146.57,111.6,1.3132,0.726
2018-03-09,1.2306,106.82,0.9514,1.3842,1.283,0.889,131.46,1.1708,0.7843,147.82,112.24,1.3165,0.7283
2018-03-12,1.2337,106.34,0.9466,1.3909,1.2824,0.887,131.2,1.1678,0.7874,147.87,112.32,1.3161,0.7294
2018-03-13,1.2395,106.59,0.9441,1.3975,1.294,0.8869,132.14,1.1703,0.7873,148.96,112.9,1.3191,0.7339
2018-03-14,1.2371,106.25,0.9449,1.3968,1.2944,0.8856,131.46,1.1689,0.7879,148.4,112.43,1.3195,0.7324
2018-03-15,1.2301,106.22,0.9514,1.3928,1.3056,0.8832,130.68,1.1704,0.7795,147.91,111.63,1.3247,0.7267
2018-03-16,1.2287,106.04,0.9525,1.3938,1.309,0.8814,130.31,1.1706,0.7711,147.78,111.31,1.3273,0.721
2018-03-19,1.2339,106.12,0.9503,1.4029,1.3061,0.8795,130.96,1.1726,0.7715,148.85,111.65,1.3329,0.7246
2018-03-20,1.2254,106.47,0.9553,1.4005,1.3079,0.8749,130.48,1.1707,0.7684,149.11,111.44,1.3379,0.7186
2018-03-21,1.2334,106.07,0.9502,1.4137,1.2912,0.8724,130.79,1.1719,0.7767,149.93,111.61,1.3431,0.7228
2018-03-22,1.2306,105.59,0.9503,1.4106,1.2915,0.8723,129.94,1.1695,0.7709,148.94,111.09,1.3405,0.7223
